memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,productName,priceType
AT,Austria,15/07/2024,21/07/2024,€348.78,national currency/100kg,29,Whole broiler (65%),Selling price
AT,Austria,08/07/2024,14/07/2024,€450.18,national currency/100kg,28,Legs,Selling price
AT,Austria,08/07/2024,14/07/2024,€341.68,national currency/100kg,28,Whole broiler (65%),Selling price
AT,Austria,08/07/2024,14/07/2024,€862.16,national currency/100kg,28,Breast Fillet,Selling price
AT,Austria,01/07/2024,07/07/2024,€430.37,national currency/100kg,27,Legs,Selling price
AT,Austria,01/07/2024,07/07/2024,€869.95,national currency/100kg,27,Breast Fillet,Selling price
AT,Austria,01/07/2024,07/07/2024,€350.59,national currency/100kg,27,Whole broiler (65%),Selling price
AT,Austria,24/06/2024,30/06/2024,€337.78,national currency/100kg,26,Whole broiler (65%),Selling price
AT,Austria,24/06/2024,30/06/2024,€844.12,national currency/100kg,26,Breast Fillet,Selling price
AT,Austria,24/06/2024,30/06/2024,€433.61,national currency/100kg,26,Legs,Selling price
AT,Austria,17/06/2024,23/06/2024,€801.45,national currency/100kg,25,Breast Fillet,Selling price
AT,Austria,17/06/2024,23/06/2024,€437.38,national currency/100kg,25,Legs,Selling price
AT,Austria,17/06/2024,23/06/2024,€340.37,national currency/100kg,25,Whole broiler (65%),Selling price
AT,Austria,10/06/2024,16/06/2024,€342.14,national currency/100kg,24,Whole broiler (65%),Selling price
AT,Austria,10/06/2024,16/06/2024,€823.81,national currency/100kg,24,Breast Fillet,Selling price
AT,Austria,10/06/2024,16/06/2024,€457.06,national currency/100kg,24,Legs,Selling price
AT,Austria,03/06/2024,09/06/2024,€436.57,national currency/100kg,23,Legs,Selling price
AT,Austria,03/06/2024,09/06/2024,€341.93,national currency/100kg,23,Whole broiler (65%),Selling price
AT,Austria,03/06/2024,09/06/2024,€851.68,national currency/100kg,23,Breast Fillet,Selling price
AT,Austria,27/05/2024,02/06/2024,€477.62,national currency/100kg,22,Legs,Selling price
AT,Austria,27/05/2024,02/06/2024,€868.67,national currency/100kg,22,Breast Fillet,Selling price
AT,Austria,27/05/2024,02/06/2024,€338.12,national currency/100kg,22,Whole broiler (65%),Selling price
AT,Austria,20/05/2024,26/05/2024,€338.17,national currency/100kg,21,Whole broiler (65%),Selling price
AT,Austria,20/05/2024,26/05/2024,€461.84,national currency/100kg,21,Legs,Selling price
AT,Austria,20/05/2024,26/05/2024,€859.10,national currency/100kg,21,Breast Fillet,Selling price
AT,Austria,13/05/2024,19/05/2024,€414.12,national currency/100kg,20,Legs,Selling price
AT,Austria,13/05/2024,19/05/2024,€335.13,national currency/100kg,20,Whole broiler (65%),Selling price
AT,Austria,13/05/2024,19/05/2024,€849.09,national currency/100kg,20,Breast Fillet,Selling price
AT,Austria,06/05/2024,12/05/2024,€331.06,national currency/100kg,19,Whole broiler (65%),Selling price
AT,Austria,06/05/2024,12/05/2024,€399.06,national currency/100kg,19,Legs,Selling price
AT,Austria,06/05/2024,12/05/2024,€855.58,national currency/100kg,19,Breast Fillet,Selling price
AT,Austria,29/04/2024,05/05/2024,€853.32,national currency/100kg,18,Breast Fillet,Selling price
AT,Austria,29/04/2024,05/05/2024,€485.51,national currency/100kg,18,Legs,Selling price
AT,Austria,29/04/2024,05/05/2024,€334.57,national currency/100kg,18,Whole broiler (65%),Selling price
AT,Austria,22/04/2024,28/04/2024,€343.13,national currency/100kg,17,Whole broiler (65%),Selling price
AT,Austria,22/04/2024,28/04/2024,€862.37,national currency/100kg,17,Breast Fillet,Selling price
AT,Austria,22/04/2024,28/04/2024,€483.12,national currency/100kg,17,Legs,Selling price
AT,Austria,15/04/2024,21/04/2024,€837.82,national currency/100kg,16,Breast Fillet,Selling price
AT,Austria,15/04/2024,21/04/2024,€438.68,national currency/100kg,16,Legs,Selling price
AT,Austria,15/04/2024,21/04/2024,€333.52,national currency/100kg,16,Whole broiler (65%),Selling price
AT,Austria,08/04/2024,14/04/2024,€487.10,national currency/100kg,15,Legs,Selling price
AT,Austria,08/04/2024,14/04/2024,€335.72,national currency/100kg,15,Whole broiler (65%),Selling price
AT,Austria,08/04/2024,14/04/2024,€880.17,national currency/100kg,15,Breast Fillet,Selling price
AT,Austria,01/04/2024,07/04/2024,€460.20,national currency/100kg,14,Legs,Selling price
AT,Austria,01/04/2024,07/04/2024,€338.33,national currency/100kg,14,Whole broiler (65%),Selling price
AT,Austria,01/04/2024,07/04/2024,€876.91,national currency/100kg,14,Breast Fillet,Selling price
AT,Austria,25/03/2024,31/03/2024,€343.52,national currency/100kg,13,Whole broiler (65%),Selling price
AT,Austria,25/03/2024,31/03/2024,€889.28,national currency/100kg,13,Breast Fillet,Selling price
AT,Austria,25/03/2024,31/03/2024,€452.93,national currency/100kg,13,Legs,Selling price
AT,Austria,18/03/2024,24/03/2024,€487.75,national currency/100kg,12,Legs,Selling price
AT,Austria,18/03/2024,24/03/2024,€871.68,national currency/100kg,12,Breast Fillet,Selling price
AT,Austria,18/03/2024,24/03/2024,€342.51,national currency/100kg,12,Whole broiler (65%),Selling price
AT,Austria,11/03/2024,17/03/2024,€474.11,national currency/100kg,11,Legs,Selling price
AT,Austria,11/03/2024,17/03/2024,€339.86,national currency/100kg,11,Whole broiler (65%),Selling price
AT,Austria,11/03/2024,17/03/2024,€844.16,national currency/100kg,11,Breast Fillet,Selling price
AT,Austria,04/03/2024,10/03/2024,€338.92,national currency/100kg,10,Whole broiler (65%),Selling price
AT,Austria,04/03/2024,10/03/2024,€872.02,national currency/100kg,10,Breast Fillet,Selling price
AT,Austria,04/03/2024,10/03/2024,€444.64,national currency/100kg,10,Legs,Selling price
AT,Austria,26/02/2024,03/03/2024,€867.32,national currency/100kg,9,Breast Fillet,Selling price
AT,Austria,26/02/2024,03/03/2024,€338.56,national currency/100kg,9,Whole broiler (65%),Selling price
AT,Austria,26/02/2024,03/03/2024,€471.55,national currency/100kg,9,Legs,Selling price
AT,Austria,19/02/2024,25/02/2024,€875.32,national currency/100kg,8,Breast Fillet,Selling price
AT,Austria,19/02/2024,25/02/2024,€469.75,national currency/100kg,8,Legs,Selling price
AT,Austria,19/02/2024,25/02/2024,€334.45,national currency/100kg,8,Whole broiler (65%),Selling price
AT,Austria,12/02/2024,18/02/2024,€346.76,national currency/100kg,7,Whole broiler (65%),Selling price
AT,Austria,12/02/2024,18/02/2024,€455.84,national currency/100kg,7,Legs,Selling price
AT,Austria,12/02/2024,18/02/2024,€870.74,national currency/100kg,7,Breast Fillet,Selling price
AT,Austria,05/02/2024,11/02/2024,€831.92,national currency/100kg,6,Breast Fillet,Selling price
AT,Austria,05/02/2024,11/02/2024,€342.67,national currency/100kg,6,Whole broiler (65%),Selling price
AT,Austria,05/02/2024,11/02/2024,€433.74,national currency/100kg,6,Legs,Selling price
AT,Austria,29/01/2024,04/02/2024,€466.24,national currency/100kg,5,Legs,Selling price
AT,Austria,29/01/2024,04/02/2024,€352.69,national currency/100kg,5,Whole broiler (65%),Selling price
AT,Austria,29/01/2024,04/02/2024,€863.59,national currency/100kg,5,Breast Fillet,Selling price
AT,Austria,22/01/2024,28/01/2024,€877.99,national currency/100kg,4,Breast Fillet,Selling price
AT,Austria,22/01/2024,28/01/2024,€342.62,national currency/100kg,4,Whole broiler (65%),Selling price
AT,Austria,22/01/2024,28/01/2024,€466.52,national currency/100kg,4,Legs,Selling price
AT,Austria,15/01/2024,21/01/2024,€341.76,national currency/100kg,3,Whole broiler (65%),Selling price
AT,Austria,15/01/2024,21/01/2024,€878.77,national currency/100kg,3,Breast Fillet,Selling price
AT,Austria,15/01/2024,21/01/2024,€476.30,national currency/100kg,3,Legs,Selling price
AT,Austria,08/01/2024,14/01/2024,€346.99,national currency/100kg,2,Whole broiler (65%),Selling price
AT,Austria,08/01/2024,14/01/2024,€874.51,national currency/100kg,2,Breast Fillet,Selling price
AT,Austria,08/01/2024,14/01/2024,€471.72,national currency/100kg,2,Legs,Selling price
AT,Austria,01/01/2024,07/01/2024,€345.00,national currency/100kg,1,Whole broiler (65%),Selling price
AT,Austria,01/01/2024,07/01/2024,€875.30,national currency/100kg,1,Breast Fillet,Selling price
AT,Austria,01/01/2024,07/01/2024,€434.69,national currency/100kg,1,Legs,Selling price
AT,Austria,25/12/2023,31/12/2023,€866.46,national currency/100kg,52,Breast Fillet,Selling price
AT,Austria,25/12/2023,31/12/2023,€348.38,national currency/100kg,52,Whole broiler (65%),Selling price
AT,Austria,25/12/2023,31/12/2023,€470.96,national currency/100kg,52,Legs,Selling price
AT,Austria,18/12/2023,24/12/2023,€466.67,national currency/100kg,51,Legs,Selling price
AT,Austria,18/12/2023,24/12/2023,€351.49,national currency/100kg,51,Whole broiler (65%),Selling price
AT,Austria,18/12/2023,24/12/2023,€879.39,national currency/100kg,51,Breast Fillet,Selling price
AT,Austria,11/12/2023,17/12/2023,€448.93,national currency/100kg,50,Legs,Selling price
AT,Austria,11/12/2023,17/12/2023,€343.63,national currency/100kg,50,Whole broiler (65%),Selling price
AT,Austria,11/12/2023,17/12/2023,€859.32,national currency/100kg,50,Breast Fillet,Selling price
AT,Austria,04/12/2023,10/12/2023,€827.23,national currency/100kg,49,Breast Fillet,Selling price
AT,Austria,04/12/2023,10/12/2023,€452.58,national currency/100kg,49,Legs,Selling price
AT,Austria,04/12/2023,10/12/2023,€351.95,national currency/100kg,49,Whole broiler (65%),Selling price
AT,Austria,27/11/2023,03/12/2023,€341.48,national currency/100kg,48,Whole broiler (65%),Selling price
AT,Austria,27/11/2023,03/12/2023,€451.64,national currency/100kg,48,Legs,Selling price
AT,Austria,27/11/2023,03/12/2023,€824.82,national currency/100kg,48,Breast Fillet,Selling price
AT,Austria,20/11/2023,26/11/2023,€401.46,national currency/100kg,47,Legs,Selling price
AT,Austria,20/11/2023,26/11/2023,€343.07,national currency/100kg,47,Whole broiler (65%),Selling price
AT,Austria,20/11/2023,26/11/2023,€846.63,national currency/100kg,47,Breast Fillet,Selling price
AT,Austria,13/11/2023,19/11/2023,€387.63,national currency/100kg,46,Legs,Selling price
AT,Austria,13/11/2023,19/11/2023,€868.95,national currency/100kg,46,Breast Fillet,Selling price
AT,Austria,13/11/2023,19/11/2023,€342.42,national currency/100kg,46,Whole broiler (65%),Selling price
AT,Austria,06/11/2023,12/11/2023,€352.64,national currency/100kg,45,Whole broiler (65%),Selling price
AT,Austria,06/11/2023,12/11/2023,€857.05,national currency/100kg,45,Breast Fillet,Selling price
AT,Austria,06/11/2023,12/11/2023,€380.46,national currency/100kg,45,Legs,Selling price
AT,Austria,30/10/2023,05/11/2023,€843.70,national currency/100kg,44,Breast Fillet,Selling price
AT,Austria,30/10/2023,05/11/2023,€377.56,national currency/100kg,44,Legs,Selling price
AT,Austria,30/10/2023,05/11/2023,€342.13,national currency/100kg,44,Whole broiler (65%),Selling price
AT,Austria,23/10/2023,29/10/2023,€337.90,national currency/100kg,43,Whole broiler (65%),Selling price
AT,Austria,23/10/2023,29/10/2023,€392.18,national currency/100kg,43,Legs,Selling price
AT,Austria,23/10/2023,29/10/2023,€872.12,national currency/100kg,43,Breast Fillet,Selling price
AT,Austria,16/10/2023,22/10/2023,€862.50,national currency/100kg,42,Breast Fillet,Selling price
AT,Austria,16/10/2023,22/10/2023,€342.69,national currency/100kg,42,Whole broiler (65%),Selling price
AT,Austria,16/10/2023,22/10/2023,€414.69,national currency/100kg,42,Legs,Selling price
AT,Austria,09/10/2023,15/10/2023,€443.59,national currency/100kg,41,Legs,Selling price
AT,Austria,09/10/2023,15/10/2023,€343.49,national currency/100kg,41,Whole broiler (65%),Selling price
AT,Austria,09/10/2023,15/10/2023,€858.89,national currency/100kg,41,Breast Fillet,Selling price
AT,Austria,02/10/2023,08/10/2023,€342.10,national currency/100kg,40,Whole broiler (65%),Selling price
AT,Austria,02/10/2023,08/10/2023,€857.44,national currency/100kg,40,Breast Fillet,Selling price
AT,Austria,02/10/2023,08/10/2023,€441.87,national currency/100kg,40,Legs,Selling price
AT,Austria,25/09/2023,01/10/2023,€835.78,national currency/100kg,39,Breast Fillet,Selling price
AT,Austria,25/09/2023,01/10/2023,€359.01,national currency/100kg,39,Whole broiler (65%),Selling price
AT,Austria,25/09/2023,01/10/2023,€432.07,national currency/100kg,39,Legs,Selling price
AT,Austria,18/09/2023,24/09/2023,€426.22,national currency/100kg,38,Legs,Selling price
AT,Austria,18/09/2023,24/09/2023,€355.42,national currency/100kg,38,Whole broiler (65%),Selling price
AT,Austria,18/09/2023,24/09/2023,€853.99,national currency/100kg,38,Breast Fillet,Selling price
AT,Austria,11/09/2023,17/09/2023,€855.56,national currency/100kg,37,Breast Fillet,Selling price
AT,Austria,11/09/2023,17/09/2023,€355.37,national currency/100kg,37,Whole broiler (65%),Selling price
AT,Austria,11/09/2023,17/09/2023,€432.08,national currency/100kg,37,Legs,Selling price
AT,Austria,04/09/2023,10/09/2023,€841.37,national currency/100kg,36,Breast Fillet,Selling price
AT,Austria,04/09/2023,10/09/2023,€416.27,national currency/100kg,36,Legs,Selling price
AT,Austria,04/09/2023,10/09/2023,€346.83,national currency/100kg,36,Whole broiler (65%),Selling price
AT,Austria,28/08/2023,03/09/2023,€431.72,national currency/100kg,35,Legs,Selling price
AT,Austria,28/08/2023,03/09/2023,€350.20,national currency/100kg,35,Whole broiler (65%),Selling price
AT,Austria,28/08/2023,03/09/2023,€850.82,national currency/100kg,35,Breast Fillet,Selling price
AT,Austria,21/08/2023,27/08/2023,€442.60,national currency/100kg,34,Legs,Selling price
AT,Austria,21/08/2023,27/08/2023,€836.33,national currency/100kg,34,Breast Fillet,Selling price
AT,Austria,21/08/2023,27/08/2023,€350.95,national currency/100kg,34,Whole broiler (65%),Selling price
AT,Austria,14/08/2023,20/08/2023,€425.11,national currency/100kg,33,Legs,Selling price
AT,Austria,14/08/2023,20/08/2023,€860.64,national currency/100kg,33,Breast Fillet,Selling price
AT,Austria,14/08/2023,20/08/2023,€347.38,national currency/100kg,33,Whole broiler (65%),Selling price
AT,Austria,07/08/2023,13/08/2023,€347.57,national currency/100kg,32,Whole broiler (65%),Selling price
AT,Austria,07/08/2023,13/08/2023,€846.55,national currency/100kg,32,Breast Fillet,Selling price
AT,Austria,07/08/2023,13/08/2023,€405.68,national currency/100kg,32,Legs,Selling price
AT,Austria,31/07/2023,06/08/2023,€856.04,national currency/100kg,31,Breast Fillet,Selling price
AT,Austria,31/07/2023,06/08/2023,€413.71,national currency/100kg,31,Legs,Selling price
AT,Austria,31/07/2023,06/08/2023,€346.28,national currency/100kg,31,Whole broiler (65%),Selling price
AT,Austria,24/07/2023,30/07/2023,€348.22,national currency/100kg,30,Whole broiler (65%),Selling price
AT,Austria,24/07/2023,30/07/2023,€409.79,national currency/100kg,30,Legs,Selling price
AT,Austria,24/07/2023,30/07/2023,€852.46,national currency/100kg,30,Breast Fillet,Selling price
AT,Austria,17/07/2023,23/07/2023,€854.04,national currency/100kg,29,Breast Fillet,Selling price
AT,Austria,17/07/2023,23/07/2023,€349.45,national currency/100kg,29,Whole broiler (65%),Selling price
AT,Austria,17/07/2023,23/07/2023,€419.99,national currency/100kg,29,Legs,Selling price
AT,Austria,10/07/2023,16/07/2023,€850.14,national currency/100kg,28,Breast Fillet,Selling price
AT,Austria,10/07/2023,16/07/2023,€407.49,national currency/100kg,28,Legs,Selling price
AT,Austria,10/07/2023,16/07/2023,€357.40,national currency/100kg,28,Whole broiler (65%),Selling price
AT,Austria,03/07/2023,09/07/2023,€345.84,national currency/100kg,27,Whole broiler (65%),Selling price
AT,Austria,03/07/2023,09/07/2023,€409.56,national currency/100kg,27,Legs,Selling price
AT,Austria,03/07/2023,09/07/2023,€851.30,national currency/100kg,27,Breast Fillet,Selling price
