beginDate,endDate,price,unit,farmingMethod,marketingYear,weekNumber,memberStateCode,memberStateName
03/03/2025,09/03/2025,€528.34,€/100Kg,Organic,2025,10,AT,Austria
24/02/2025,02/03/2025,€341.80,€/100Kg,Free range,2025,9,AT,Austria
24/02/2025,02/03/2025,€273.18,€/100Kg,Barn,2025,9,AT,Austria
24/02/2025,02/03/2025,€522.90,€/100Kg,Organic,2025,9,AT,Austria
17/02/2025,23/02/2025,€274.68,€/100Kg,Barn,2025,8,AT,Austria
17/02/2025,23/02/2025,€356.25,€/100Kg,Free range,2025,8,AT,Austria
17/02/2025,23/02/2025,€519.40,€/100Kg,Organic,2025,8,AT,Austria
10/02/2025,16/02/2025,€519.06,€/100Kg,Organic,2025,7,AT,Austria
10/02/2025,16/02/2025,€274.52,€/100Kg,Barn,2025,7,AT,Austria
10/02/2025,16/02/2025,€342.07,€/100Kg,Free range,2025,7,AT,Austria
03/02/2025,09/02/2025,€519.63,€/100Kg,Organic,2025,6,AT,Austria
03/02/2025,09/02/2025,€276.37,€/100Kg,Barn,2025,6,AT,Austria
03/02/2025,09/02/2025,€344.28,€/100Kg,Free range,2025,6,AT,Austria
27/01/2025,02/02/2025,€275.32,€/100Kg,Barn,2025,5,AT,Austria
27/01/2025,02/02/2025,€518.28,€/100Kg,Organic,2025,5,AT,Austria
27/01/2025,02/02/2025,€343.87,€/100Kg,Free range,2025,5,AT,Austria
20/01/2025,26/01/2025,€518.33,€/100Kg,Organic,2025,4,AT,Austria
20/01/2025,26/01/2025,€273.17,€/100Kg,Barn,2025,4,AT,Austria
20/01/2025,26/01/2025,€340.82,€/100Kg,Free range,2025,4,AT,Austria
13/01/2025,19/01/2025,€518.51,€/100Kg,Organic,2025,3,AT,Austria
13/01/2025,19/01/2025,€274.28,€/100Kg,Barn,2025,3,AT,Austria
13/01/2025,19/01/2025,€341.54,€/100Kg,Free range,2025,3,AT,Austria
06/01/2025,12/01/2025,€270.01,€/100Kg,Barn,2025,2,AT,Austria
06/01/2025,12/01/2025,€337.62,€/100Kg,Free range,2025,2,AT,Austria
06/01/2025,12/01/2025,€516.15,€/100Kg,Organic,2025,2,AT,Austria
30/12/2024,05/01/2025,€274.00,€/100Kg,Barn,2024,53,AT,Austria
30/12/2024,05/01/2025,€509.00,€/100Kg,Organic,2024,53,AT,Austria
30/12/2024,05/01/2025,€274.00,€/100Kg,Barn,2025,1,AT,Austria
30/12/2024,05/01/2025,€346.00,€/100Kg,Free range,2025,1,AT,Austria
30/12/2024,05/01/2025,€346.00,€/100Kg,Free range,2024,53,AT,Austria
30/12/2024,05/01/2025,€509.00,€/100Kg,Organic,2025,1,AT,Austria
23/12/2024,29/12/2024,€515.51,€/100Kg,Organic,2024,52,AT,Austria
23/12/2024,29/12/2024,€343.08,€/100Kg,Free range,2024,52,AT,Austria
23/12/2024,29/12/2024,€270.31,€/100Kg,Barn,2024,52,AT,Austria
16/12/2024,22/12/2024,€510.04,€/100Kg,Organic,2024,51,AT,Austria
16/12/2024,22/12/2024,€334.47,€/100Kg,Free range,2024,51,AT,Austria
16/12/2024,22/12/2024,€270.27,€/100Kg,Barn,2024,51,AT,Austria
09/12/2024,15/12/2024,€512.38,€/100Kg,Organic,2024,50,AT,Austria
09/12/2024,15/12/2024,€268.37,€/100Kg,Barn,2024,50,AT,Austria
09/12/2024,15/12/2024,€341.33,€/100Kg,Free range,2024,50,AT,Austria
02/12/2024,08/12/2024,€333.16,€/100Kg,Free range,2024,49,AT,Austria
02/12/2024,08/12/2024,€511.19,€/100Kg,Organic,2024,49,AT,Austria
02/12/2024,08/12/2024,€267.25,€/100Kg,Barn,2024,49,AT,Austria
25/11/2024,01/12/2024,€265.30,€/100Kg,Barn,2024,48,AT,Austria
25/11/2024,01/12/2024,€509.29,€/100Kg,Organic,2024,48,AT,Austria
25/11/2024,01/12/2024,€333.69,€/100Kg,Free range,2024,48,AT,Austria
18/11/2024,24/11/2024,€332.67,€/100Kg,Free range,2024,47,AT,Austria
18/11/2024,24/11/2024,€267.09,€/100Kg,Barn,2024,47,AT,Austria
18/11/2024,24/11/2024,€509.61,€/100Kg,Organic,2024,47,AT,Austria
11/11/2024,17/11/2024,€268.57,€/100Kg,Barn,2024,46,AT,Austria
11/11/2024,17/11/2024,€337.77,€/100Kg,Free range,2024,46,AT,Austria
11/11/2024,17/11/2024,€518.75,€/100Kg,Organic,2024,46,AT,Austria
04/11/2024,10/11/2024,€485.22,€/100Kg,Organic,2024,45,AT,Austria
04/11/2024,10/11/2024,€334.50,€/100Kg,Free range,2024,45,AT,Austria
04/11/2024,10/11/2024,€270.19,€/100Kg,Barn,2024,45,AT,Austria
28/10/2024,03/11/2024,€334.72,€/100Kg,Free range,2024,44,AT,Austria
28/10/2024,03/11/2024,€513.29,€/100Kg,Organic,2024,44,AT,Austria
28/10/2024,03/11/2024,€267.88,€/100Kg,Barn,2024,44,AT,Austria
21/10/2024,27/10/2024,€268.52,€/100Kg,Barn,2024,43,AT,Austria
21/10/2024,27/10/2024,€336.19,€/100Kg,Free range,2024,43,AT,Austria
21/10/2024,27/10/2024,€509.68,€/100Kg,Organic,2024,43,AT,Austria
14/10/2024,20/10/2024,€269.26,€/100Kg,Barn,2024,42,AT,Austria
14/10/2024,20/10/2024,€337.20,€/100Kg,Free range,2024,42,AT,Austria
14/10/2024,20/10/2024,€509.93,€/100Kg,Organic,2024,42,AT,Austria
07/10/2024,13/10/2024,€511.23,€/100Kg,Organic,2024,41,AT,Austria
07/10/2024,13/10/2024,€267.50,€/100Kg,Barn,2024,41,AT,Austria
07/10/2024,13/10/2024,€333.00,€/100Kg,Free range,2024,41,AT,Austria
30/09/2024,06/10/2024,€512.20,€/100Kg,Organic,2024,40,AT,Austria
30/09/2024,06/10/2024,€268.58,€/100Kg,Barn,2024,40,AT,Austria
30/09/2024,06/10/2024,€335.04,€/100Kg,Free range,2024,40,AT,Austria
23/09/2024,29/09/2024,€512.69,€/100Kg,Organic,2024,39,AT,Austria
23/09/2024,29/09/2024,€331.87,€/100Kg,Free range,2024,39,AT,Austria
23/09/2024,29/09/2024,€269.38,€/100Kg,Barn,2024,39,AT,Austria
16/09/2024,22/09/2024,€512.36,€/100Kg,Organic,2024,38,AT,Austria
16/09/2024,22/09/2024,€336.10,€/100Kg,Free range,2024,38,AT,Austria
16/09/2024,22/09/2024,€266.86,€/100Kg,Barn,2024,38,AT,Austria
09/09/2024,15/09/2024,€265.65,€/100Kg,Barn,2024,37,AT,Austria
09/09/2024,15/09/2024,€343.81,€/100Kg,Free range,2024,37,AT,Austria
09/09/2024,15/09/2024,€513.86,€/100Kg,Organic,2024,37,AT,Austria
02/09/2024,08/09/2024,€269.20,€/100Kg,Barn,2024,36,AT,Austria
02/09/2024,08/09/2024,€514.76,€/100Kg,Organic,2024,36,AT,Austria
02/09/2024,08/09/2024,€334.45,€/100Kg,Free range,2024,36,AT,Austria
26/08/2024,01/09/2024,€268.29,€/100Kg,Barn,2024,35,AT,Austria
26/08/2024,01/09/2024,€521.98,€/100Kg,Organic,2024,35,AT,Austria
26/08/2024,01/09/2024,€337.52,€/100Kg,Free range,2024,35,AT,Austria
19/08/2024,25/08/2024,€339.39,€/100Kg,Free range,2024,34,AT,Austria
19/08/2024,25/08/2024,€267.25,€/100Kg,Barn,2024,34,AT,Austria
19/08/2024,25/08/2024,€517.35,€/100Kg,Organic,2024,34,AT,Austria
12/08/2024,18/08/2024,€336.78,€/100Kg,Free range,2024,33,AT,Austria
12/08/2024,18/08/2024,€269.41,€/100Kg,Barn,2024,33,AT,Austria
12/08/2024,18/08/2024,€516.60,€/100Kg,Organic,2024,33,AT,Austria
05/08/2024,11/08/2024,€338.62,€/100Kg,Free range,2024,32,AT,Austria
05/08/2024,11/08/2024,€265.62,€/100Kg,Barn,2024,32,AT,Austria
05/08/2024,11/08/2024,€518.20,€/100Kg,Organic,2024,32,AT,Austria
29/07/2024,04/08/2024,€508.18,€/100Kg,Organic,2024,31,AT,Austria
29/07/2024,04/08/2024,€339.33,€/100Kg,Free range,2024,31,AT,Austria
29/07/2024,04/08/2024,€269.90,€/100Kg,Barn,2024,31,AT,Austria
22/07/2024,28/07/2024,€513.05,€/100Kg,Organic,2024,30,AT,Austria
22/07/2024,28/07/2024,€268.99,€/100Kg,Barn,2024,30,AT,Austria
22/07/2024,28/07/2024,€333.89,€/100Kg,Free range,2024,30,AT,Austria
15/07/2024,21/07/2024,€268.22,€/100Kg,Barn,2024,29,AT,Austria
15/07/2024,21/07/2024,€516.51,€/100Kg,Organic,2024,29,AT,Austria
15/07/2024,21/07/2024,€337.46,€/100Kg,Free range,2024,29,AT,Austria
08/07/2024,14/07/2024,€269.31,€/100Kg,Barn,2024,28,AT,Austria
08/07/2024,14/07/2024,€516.44,€/100Kg,Organic,2024,28,AT,Austria
08/07/2024,14/07/2024,€340.08,€/100Kg,Free range,2024,28,AT,Austria
01/07/2024,07/07/2024,€515.21,€/100Kg,Organic,2024,27,AT,Austria
01/07/2024,07/07/2024,€268.40,€/100Kg,Barn,2024,27,AT,Austria
01/07/2024,07/07/2024,€331.09,€/100Kg,Free range,2024,27,AT,Austria
24/06/2024,30/06/2024,€267.63,€/100Kg,Barn,2024,26,AT,Austria
24/06/2024,30/06/2024,€331.64,€/100Kg,Free range,2024,26,AT,Austria
24/06/2024,30/06/2024,€515.60,€/100Kg,Organic,2024,26,AT,Austria
17/06/2024,23/06/2024,€513.92,€/100Kg,Organic,2024,25,AT,Austria
17/06/2024,23/06/2024,€334.47,€/100Kg,Free range,2024,25,AT,Austria
17/06/2024,23/06/2024,€264.74,€/100Kg,Barn,2024,25,AT,Austria
10/06/2024,16/06/2024,€334.25,€/100Kg,Free range,2024,24,AT,Austria
10/06/2024,16/06/2024,€517.30,€/100Kg,Organic,2024,24,AT,Austria
10/06/2024,16/06/2024,€267.12,€/100Kg,Barn,2024,24,AT,Austria
03/06/2024,09/06/2024,€513.99,€/100Kg,Organic,2024,23,AT,Austria
03/06/2024,09/06/2024,€268.49,€/100Kg,Barn,2024,23,AT,Austria
03/06/2024,09/06/2024,€334.52,€/100Kg,Free range,2024,23,AT,Austria
27/05/2024,02/06/2024,€334.47,€/100Kg,Free range,2024,22,AT,Austria
27/05/2024,02/06/2024,€267.89,€/100Kg,Barn,2024,22,AT,Austria
27/05/2024,02/06/2024,€512.62,€/100Kg,Organic,2024,22,AT,Austria
20/05/2024,26/05/2024,€263.92,€/100Kg,Barn,2024,21,AT,Austria
20/05/2024,26/05/2024,€336.68,€/100Kg,Free range,2024,21,AT,Austria
20/05/2024,26/05/2024,€517.30,€/100Kg,Organic,2024,21,AT,Austria
13/05/2024,19/05/2024,€333.88,€/100Kg,Free range,2024,20,AT,Austria
13/05/2024,19/05/2024,€515.30,€/100Kg,Organic,2024,20,AT,Austria
13/05/2024,19/05/2024,€267.16,€/100Kg,Barn,2024,20,AT,Austria
06/05/2024,12/05/2024,€266.47,€/100Kg,Barn,2024,19,AT,Austria
06/05/2024,12/05/2024,€335.62,€/100Kg,Free range,2024,19,AT,Austria
06/05/2024,12/05/2024,€513.48,€/100Kg,Organic,2024,19,AT,Austria
29/04/2024,05/05/2024,€331.07,€/100Kg,Free range,2024,18,AT,Austria
29/04/2024,05/05/2024,€267.06,€/100Kg,Barn,2024,18,AT,Austria
29/04/2024,05/05/2024,€514.19,€/100Kg,Organic,2024,18,AT,Austria
22/04/2024,28/04/2024,€268.73,€/100Kg,Barn,2024,17,AT,Austria
22/04/2024,28/04/2024,€516.57,€/100Kg,Organic,2024,17,AT,Austria
22/04/2024,28/04/2024,€332.93,€/100Kg,Free range,2024,17,AT,Austria
15/04/2024,21/04/2024,€514.56,€/100Kg,Organic,2024,16,AT,Austria
15/04/2024,21/04/2024,€265.74,€/100Kg,Barn,2024,16,AT,Austria
15/04/2024,21/04/2024,€335.97,€/100Kg,Free range,2024,16,AT,Austria
08/04/2024,14/04/2024,€342.80,€/100Kg,Free range,2024,15,AT,Austria
08/04/2024,14/04/2024,€517.33,€/100Kg,Organic,2024,15,AT,Austria
08/04/2024,14/04/2024,€268.54,€/100Kg,Barn,2024,15,AT,Austria
01/04/2024,07/04/2024,€516.29,€/100Kg,Organic,2024,14,AT,Austria
01/04/2024,07/04/2024,€338.36,€/100Kg,Free range,2024,14,AT,Austria
01/04/2024,07/04/2024,€270.75,€/100Kg,Barn,2024,14,AT,Austria
25/03/2024,31/03/2024,€511.15,€/100Kg,Organic,2024,13,AT,Austria
25/03/2024,31/03/2024,€332.47,€/100Kg,Free range,2024,13,AT,Austria
25/03/2024,31/03/2024,€268.42,€/100Kg,Barn,2024,13,AT,Austria
18/03/2024,24/03/2024,€511.10,€/100Kg,Organic,2024,12,AT,Austria
18/03/2024,24/03/2024,€267.57,€/100Kg,Barn,2024,12,AT,Austria
18/03/2024,24/03/2024,€334.38,€/100Kg,Free range,2024,12,AT,Austria
11/03/2024,17/03/2024,€270.07,€/100Kg,Barn,2024,11,AT,Austria
11/03/2024,17/03/2024,€511.65,€/100Kg,Organic,2024,11,AT,Austria
11/03/2024,17/03/2024,€334.24,€/100Kg,Free range,2024,11,AT,Austria
04/03/2024,10/03/2024,€336.67,€/100Kg,Free range,2024,10,AT,Austria
04/03/2024,10/03/2024,€512.70,€/100Kg,Organic,2024,10,AT,Austria
04/03/2024,10/03/2024,€268.09,€/100Kg,Barn,2024,10,AT,Austria
26/02/2024,03/03/2024,€331.82,€/100Kg,Free range,2024,9,AT,Austria
26/02/2024,03/03/2024,€265.51,€/100Kg,Barn,2024,9,AT,Austria
26/02/2024,03/03/2024,€511.74,€/100Kg,Organic,2024,9,AT,Austria
19/02/2024,25/02/2024,€334.37,€/100Kg,Free range,2024,8,AT,Austria
19/02/2024,25/02/2024,€512.23,€/100Kg,Organic,2024,8,AT,Austria
19/02/2024,25/02/2024,€267.85,€/100Kg,Barn,2024,8,AT,Austria
12/02/2024,18/02/2024,€266.38,€/100Kg,Barn,2024,7,AT,Austria
12/02/2024,18/02/2024,€512.59,€/100Kg,Organic,2024,7,AT,Austria
12/02/2024,18/02/2024,€335.84,€/100Kg,Free range,2024,7,AT,Austria
05/02/2024,11/02/2024,€269.11,€/100Kg,Barn,2024,6,AT,Austria
05/02/2024,11/02/2024,€511.50,€/100Kg,Organic,2024,6,AT,Austria
05/02/2024,11/02/2024,€334.83,€/100Kg,Free range,2024,6,AT,Austria
29/01/2024,04/02/2024,€333.62,€/100Kg,Free range,2024,5,AT,Austria
29/01/2024,04/02/2024,€511.55,€/100Kg,Organic,2024,5,AT,Austria
29/01/2024,04/02/2024,€267.49,€/100Kg,Barn,2024,5,AT,Austria
22/01/2024,28/01/2024,€510.86,€/100Kg,Organic,2024,4,AT,Austria
22/01/2024,28/01/2024,€339.21,€/100Kg,Free range,2024,4,AT,Austria
22/01/2024,28/01/2024,€268.69,€/100Kg,Barn,2024,4,AT,Austria
15/01/2024,21/01/2024,€515.04,€/100Kg,Organic,2024,3,AT,Austria
15/01/2024,21/01/2024,€266.79,€/100Kg,Barn,2024,3,AT,Austria
15/01/2024,21/01/2024,€334.49,€/100Kg,Free range,2024,3,AT,Austria
08/01/2024,14/01/2024,€511.59,€/100Kg,Organic,2024,2,AT,Austria
08/01/2024,14/01/2024,€266.59,€/100Kg,Barn,2024,2,AT,Austria
08/01/2024,14/01/2024,€334.60,€/100Kg,Free range,2024,2,AT,Austria
01/01/2024,07/01/2024,€518.39,€/100Kg,Organic,2024,1,AT,Austria
01/01/2024,07/01/2024,€337.54,€/100Kg,Free range,2024,1,AT,Austria
01/01/2024,07/01/2024,€268.42,€/100Kg,Barn,2024,1,AT,Austria
25/12/2023,31/12/2023,€339.22,€/100Kg,Free range,2023,52,AT,Austria
25/12/2023,31/12/2023,€270.79,€/100Kg,Barn,2023,52,AT,Austria
25/12/2023,31/12/2023,€509.75,€/100Kg,Organic,2023,52,AT,Austria
18/12/2023,24/12/2023,€268.84,€/100Kg,Barn,2023,51,AT,Austria
18/12/2023,24/12/2023,€335.20,€/100Kg,Free range,2023,51,AT,Austria
18/12/2023,24/12/2023,€508.83,€/100Kg,Organic,2023,51,AT,Austria
11/12/2023,17/12/2023,€268.55,€/100Kg,Barn,2023,50,AT,Austria
11/12/2023,17/12/2023,€514.61,€/100Kg,Organic,2023,50,AT,Austria
11/12/2023,17/12/2023,€333.53,€/100Kg,Free range,2023,50,AT,Austria
04/12/2023,10/12/2023,€337.59,€/100Kg,Free range,2023,49,AT,Austria
04/12/2023,10/12/2023,€269.38,€/100Kg,Barn,2023,49,AT,Austria
04/12/2023,10/12/2023,€515.04,€/100Kg,Organic,2023,49,AT,Austria
27/11/2023,03/12/2023,€334.98,€/100Kg,Free range,2023,48,AT,Austria
27/11/2023,03/12/2023,€268.29,€/100Kg,Barn,2023,48,AT,Austria
27/11/2023,03/12/2023,€516.06,€/100Kg,Organic,2023,48,AT,Austria
20/11/2023,26/11/2023,€337.88,€/100Kg,Free range,2023,47,AT,Austria
20/11/2023,26/11/2023,€517.88,€/100Kg,Organic,2023,47,AT,Austria
20/11/2023,26/11/2023,€270.18,€/100Kg,Barn,2023,47,AT,Austria
13/11/2023,19/11/2023,€515.49,€/100Kg,Organic,2023,46,AT,Austria
13/11/2023,19/11/2023,€270.99,€/100Kg,Barn,2023,46,AT,Austria
13/11/2023,19/11/2023,€336.41,€/100Kg,Free range,2023,46,AT,Austria
06/11/2023,12/11/2023,€270.09,€/100Kg,Barn,2023,45,AT,Austria
06/11/2023,12/11/2023,€340.34,€/100Kg,Free range,2023,45,AT,Austria
06/11/2023,12/11/2023,€517.85,€/100Kg,Organic,2023,45,AT,Austria
30/10/2023,05/11/2023,€517.24,€/100Kg,Organic,2023,44,AT,Austria
30/10/2023,05/11/2023,€270.16,€/100Kg,Barn,2023,44,AT,Austria
30/10/2023,05/11/2023,€338.46,€/100Kg,Free range,2023,44,AT,Austria
23/10/2023,29/10/2023,€270.56,€/100Kg,Barn,2023,43,AT,Austria
23/10/2023,29/10/2023,€517.12,€/100Kg,Organic,2023,43,AT,Austria
23/10/2023,29/10/2023,€339.14,€/100Kg,Free range,2023,43,AT,Austria
16/10/2023,22/10/2023,€514.77,€/100Kg,Organic,2023,42,AT,Austria
16/10/2023,22/10/2023,€269.73,€/100Kg,Barn,2023,42,AT,Austria
16/10/2023,22/10/2023,€340.57,€/100Kg,Free range,2023,42,AT,Austria
09/10/2023,15/10/2023,€334.66,€/100Kg,Free range,2023,41,AT,Austria
09/10/2023,15/10/2023,€517.74,€/100Kg,Organic,2023,41,AT,Austria
09/10/2023,15/10/2023,€270.36,€/100Kg,Barn,2023,41,AT,Austria
02/10/2023,08/10/2023,€337.46,€/100Kg,Free range,2023,40,AT,Austria
02/10/2023,08/10/2023,€518.75,€/100Kg,Organic,2023,40,AT,Austria
02/10/2023,08/10/2023,€269.39,€/100Kg,Barn,2023,40,AT,Austria
25/09/2023,01/10/2023,€336.95,€/100Kg,Free range,2023,39,AT,Austria
25/09/2023,01/10/2023,€270.91,€/100Kg,Barn,2023,39,AT,Austria
25/09/2023,01/10/2023,€519.25,€/100Kg,Organic,2023,39,AT,Austria
18/09/2023,24/09/2023,€337.52,€/100Kg,Free range,2023,38,AT,Austria
18/09/2023,24/09/2023,€268.52,€/100Kg,Barn,2023,38,AT,Austria
18/09/2023,24/09/2023,€519.30,€/100Kg,Organic,2023,38,AT,Austria
11/09/2023,17/09/2023,€340.53,€/100Kg,Free range,2023,37,AT,Austria
11/09/2023,17/09/2023,€519.64,€/100Kg,Organic,2023,37,AT,Austria
11/09/2023,17/09/2023,€270.76,€/100Kg,Barn,2023,37,AT,Austria
04/09/2023,10/09/2023,€517.99,€/100Kg,Organic,2023,36,AT,Austria
04/09/2023,10/09/2023,€338.62,€/100Kg,Free range,2023,36,AT,Austria
04/09/2023,10/09/2023,€270.07,€/100Kg,Barn,2023,36,AT,Austria
28/08/2023,03/09/2023,€271.87,€/100Kg,Barn,2023,35,AT,Austria
28/08/2023,03/09/2023,€521.11,€/100Kg,Organic,2023,35,AT,Austria
28/08/2023,03/09/2023,€339.21,€/100Kg,Free range,2023,35,AT,Austria
21/08/2023,27/08/2023,€520.10,€/100Kg,Organic,2023,34,AT,Austria
21/08/2023,27/08/2023,€341.52,€/100Kg,Free range,2023,34,AT,Austria
21/08/2023,27/08/2023,€271.21,€/100Kg,Barn,2023,34,AT,Austria
14/08/2023,20/08/2023,€272.72,€/100Kg,Barn,2023,33,AT,Austria
14/08/2023,20/08/2023,€342.51,€/100Kg,Free range,2023,33,AT,Austria
14/08/2023,20/08/2023,€518.57,€/100Kg,Organic,2023,33,AT,Austria
07/08/2023,13/08/2023,€517.36,€/100Kg,Organic,2023,32,AT,Austria
07/08/2023,13/08/2023,€341.06,€/100Kg,Free range,2023,32,AT,Austria
07/08/2023,13/08/2023,€271.64,€/100Kg,Barn,2023,32,AT,Austria
31/07/2023,06/08/2023,€274.03,€/100Kg,Barn,2023,31,AT,Austria
31/07/2023,06/08/2023,€514.70,€/100Kg,Organic,2023,31,AT,Austria
31/07/2023,06/08/2023,€341.27,€/100Kg,Free range,2023,31,AT,Austria
24/07/2023,30/07/2023,€272.73,€/100Kg,Barn,2023,30,AT,Austria
24/07/2023,30/07/2023,€519.27,€/100Kg,Organic,2023,30,AT,Austria
24/07/2023,30/07/2023,€342.07,€/100Kg,Free range,2023,30,AT,Austria
17/07/2023,23/07/2023,€517.34,€/100Kg,Organic,2023,29,AT,Austria
17/07/2023,23/07/2023,€272.89,€/100Kg,Barn,2023,29,AT,Austria
17/07/2023,23/07/2023,€335.67,€/100Kg,Free range,2023,29,AT,Austria
10/07/2023,16/07/2023,€273.16,€/100Kg,Barn,2023,28,AT,Austria
10/07/2023,16/07/2023,€518.60,€/100Kg,Organic,2023,28,AT,Austria
10/07/2023,16/07/2023,€334.18,€/100Kg,Free range,2023,28,AT,Austria
03/07/2023,09/07/2023,€273.26,€/100Kg,Barn,2023,27,AT,Austria
03/07/2023,09/07/2023,€519.51,€/100Kg,Organic,2023,27,AT,Austria
03/07/2023,09/07/2023,€333.18,€/100Kg,Free range,2023,27,AT,Austria
26/06/2023,02/07/2023,€525.02,€/100Kg,Organic,2023,26,AT,Austria
26/06/2023,02/07/2023,€336.07,€/100Kg,Free range,2023,26,AT,Austria
26/06/2023,02/07/2023,€272.65,€/100Kg,Barn,2023,26,AT,Austria
19/06/2023,25/06/2023,€528.12,€/100Kg,Organic,2023,25,AT,Austria
19/06/2023,25/06/2023,€271.51,€/100Kg,Barn,2023,25,AT,Austria
19/06/2023,25/06/2023,€337.40,€/100Kg,Free range,2023,25,AT,Austria
12/06/2023,18/06/2023,€529.49,€/100Kg,Organic,2023,24,AT,Austria
12/06/2023,18/06/2023,€337.51,€/100Kg,Free range,2023,24,AT,Austria
12/06/2023,18/06/2023,€272.84,€/100Kg,Barn,2023,24,AT,Austria
05/06/2023,11/06/2023,€524.39,€/100Kg,Organic,2023,23,AT,Austria
05/06/2023,11/06/2023,€334.28,€/100Kg,Free range,2023,23,AT,Austria
05/06/2023,11/06/2023,€273.51,€/100Kg,Barn,2023,23,AT,Austria
29/05/2023,04/06/2023,€528.40,€/100Kg,Organic,2023,22,AT,Austria
29/05/2023,04/06/2023,€335.68,€/100Kg,Free range,2023,22,AT,Austria
29/05/2023,04/06/2023,€272.51,€/100Kg,Barn,2023,22,AT,Austria
22/05/2023,28/05/2023,€525.76,€/100Kg,Organic,2023,21,AT,Austria
22/05/2023,28/05/2023,€333.30,€/100Kg,Free range,2023,21,AT,Austria
22/05/2023,28/05/2023,€271.23,€/100Kg,Barn,2023,21,AT,Austria
15/05/2023,21/05/2023,€273.04,€/100Kg,Barn,2023,20,AT,Austria
15/05/2023,21/05/2023,€528.43,€/100Kg,Organic,2023,20,AT,Austria
15/05/2023,21/05/2023,€334.78,€/100Kg,Free range,2023,20,AT,Austria
08/05/2023,14/05/2023,€526.64,€/100Kg,Organic,2023,19,AT,Austria
08/05/2023,14/05/2023,€335.37,€/100Kg,Free range,2023,19,AT,Austria
08/05/2023,14/05/2023,€275.94,€/100Kg,Barn,2023,19,AT,Austria
01/05/2023,07/05/2023,€531.35,€/100Kg,Organic,2023,18,AT,Austria
01/05/2023,07/05/2023,€268.12,€/100Kg,Barn,2023,18,AT,Austria
01/05/2023,07/05/2023,€336.76,€/100Kg,Free range,2023,18,AT,Austria
24/04/2023,30/04/2023,€271.07,€/100Kg,Barn,2023,17,AT,Austria
24/04/2023,30/04/2023,€337.45,€/100Kg,Free range,2023,17,AT,Austria
24/04/2023,30/04/2023,€525.75,€/100Kg,Organic,2023,17,AT,Austria
17/04/2023,23/04/2023,€271.42,€/100Kg,Barn,2023,16,AT,Austria
17/04/2023,23/04/2023,€529.10,€/100Kg,Organic,2023,16,AT,Austria
17/04/2023,23/04/2023,€336.77,€/100Kg,Free range,2023,16,AT,Austria
10/04/2023,16/04/2023,€337.51,€/100Kg,Free range,2023,15,AT,Austria
10/04/2023,16/04/2023,€271.29,€/100Kg,Barn,2023,15,AT,Austria
10/04/2023,16/04/2023,€530.93,€/100Kg,Organic,2023,15,AT,Austria
03/04/2023,09/04/2023,€272.61,€/100Kg,Barn,2023,14,AT,Austria
03/04/2023,09/04/2023,€333.43,€/100Kg,Free range,2023,14,AT,Austria
03/04/2023,09/04/2023,€528.98,€/100Kg,Organic,2023,14,AT,Austria
27/03/2023,02/04/2023,€274.77,€/100Kg,Barn,2023,13,AT,Austria
27/03/2023,02/04/2023,€335.94,€/100Kg,Free range,2023,13,AT,Austria
27/03/2023,02/04/2023,€521.02,€/100Kg,Organic,2023,13,AT,Austria
20/03/2023,26/03/2023,€275.04,€/100Kg,Barn,2023,12,AT,Austria
